OBJECTID,tmc,speed_limit
2886,129+04351,65
2887,129N04179,60
2888,129N04246,55
2889,129N04107,55
2890,129N04116,45
2891,129P04352,55
2892,129N04285,65
2893,129P04105,55
2894,129P04299,65
2895,129P04419,55
2896,129P04743,45
2897,129N04368,55
2898,129-04124,45
2899,129-04117,45
2900,129-04306,65
2901,129P04119,45
2902,129P04182,60
2903,129P04282,65
2904,129-04139,65
2905,129-04364,55
2906,129N04433,45
2907,129N04756,55
2908,129P04133,65
2909,129P04243,55
2910,129P04313,55
2911,129N04184,60
2912,129-04337,55
2913,129-04378,55
2914,129-04315,65
2915,129-04353,55
2916,129-04279,65
2917,129-04316,65
2918,129-04394,65
2919,129N04388,65
2920,129N04144,65
2921,129+04130,55
2922,129+04353,55
2923,129-04111,55
2924,129-04267,55
2925,129-04340,65
2926,129P04279,65
2927,129-04300,65
2928,129P04481,55
2929,129N04121,45
2930,129-04357,55
2931,129-04265,55
2932,129N04126,55
2933,129-04428,55
2934,129-04303,65
2935,129-04289,65
2936,129N04194,55
2937,129N04286,65
2938,129N04379,55
2939,129P04429,55
2940,129P04266,55
2941,129-04344,65
2942,129-04425,65
2943,129-04678,65
2944,129-04661,65
2945,129-04384,55
2946,129P04360,55
2947,129-04400,55
2948,129-04751,35
2949,129-04338,55
2950,129-04372,55
2951,129-04385,65
2952,129-04177,60
2953,129-04433,45
2954,129-04285,65
2955,129-04120,45
2956,129-04278,65
2957,129N04127,55
2958,129N04772,50
2959,129P04245,55
2960,129-04746,45
2961,129N04128,55
2962,129+04373,55
2963,129-04274,65
2964,129-04122,45
2965,129-04281,65
2966,129P04110,55
2967,129-04379,55
2968,129N04448,65
2969,129-04309,65
2970,129-04365,55
2971,129N04141,65
2972,129N04269,55
2973,129-04398,65
2974,129-04770,50
2975,129-04780,50
2976,129+04376,55
2977,129+04776,50
2978,129N04310,65
2979,129N04291,65
2980,129N04364,55
2981,129N04639,55
2982,129N04250,55
2983,129P04244,55
2984,129P04332,55
2985,129P04339,65
2986,129N14199,45
2987,129-04322,65
2988,129-04445,65
2989,129N04626,65
2990,129-04118,45
2991,129N04479,55
2992,129N04360,55
2993,129N04117,45
2994,129N04124,45
2995,129N04449,65
2996,129-04123,45
2997,129-04430,30
2998,129-04320,65
2999,129-04638,55
3000,129N04287,65
3001,129N04392,65
3002,129N04361,55
3003,129N04105,55
3004,129-04311,55
3005,129N04412,15
3006,129N04288,65
3007,129N04306,65
3008,129N04918,45
3009,129+04753,45
3010,129+04270,55
3011,129+04381,55
3012,129N04102,55
3013,129N04442,65
3014,129-04666,55
3015,129N04101,55
3016,129N04337,55
3017,129+04920,45
3018,129N04389,65
3019,129N04119,45
3020,129N04409,30
3021,129P04131,65
3022,129P04296,65
3023,129P04341,65
3024,129N04248,55
3025,129N04359,55
3026,129N04329,55
3027,129-04431,50
3028,129N04298,65
3029,129N04451,50
3030,129N04678,65
3031,129P04366,55
3032,129+04307,65
3033,129N04273,65
3034,129N04391,65
3035,129P04121,45
3036,129P04297,65
3037,129P04134,65
3038,129P04661,65
3039,129+04296,65
3040,129+04394,65
3041,129+04139,65
3042,129N04302,65
3043,129+04121,45
3044,129+04314,55
3045,129N04111,55
3046,129+04106,55
3047,129+04347,65
3048,129N04408,55
3049,129+04749,45
3050,129-04188,60
3051,129-04382,55
3052,129+04102,55
3053,129+04754,45
3054,129+04417,50
3055,129N04187,60
3056,129N04331,55
3057,129N04373,55
3058,129N04919,45
3059,129N04394,65
3060,129+04639,55
3061,129+04249,55
3062,129N04425,65
3063,129N04615,40
3064,129N04628,65
3065,129N04667,55
3066,129+04400,30
3067,129+04444,65
3068,129-04402,55
3069,129+04281,65
3070,129N04773,50
3071,129+14217,50
3072,129-04305,65
3073,129-04459,65
3074,129-04426,55
3075,129N04110,55
3076,129N04461,65
3077,129-04294,65
3078,129-04664,55
3079,129N04754,55
3080,129N04135,65
3081,129N04304,65
3082,129N04369,55
3083,129N04745,45
3084,129+04615,65
3085,129+04642,55
3086,129P04391,65
3087,129P04381,55
3088,129P04411,25
3089,129N04267,55
3090,129N04402,55
3091,129N04296,65
3092,129N04411,15
3093,129N04191,60
3094,129N04410,45
3095,129N04431,30
3096,129-04665,55
3097,129-04192,55
3098,129+04479,45
3099,129+04364,55
3100,129+04374,55
3101,129N04353,55
3102,129+04406,55
3103,129-04116,45
3104,129N04294,65
3105,129N04771,50
3106,129-04180,60
3107,129-04189,60
3108,129+04772,50
3109,129-04283,65
3110,129-04421,50
3111,129+04445,65
3112,129+04136,65
3113,129+13227,65
3114,129+04399,65
3115,129P04126,45
3116,129-04142,65
3117,129P14199,45
3118,129-04290,65
3119,129P04285,65
3120,129+04144,65
3121,129+04253,55
3122,129+04383,55
3123,129+04414,30
3124,129+04287,65
3125,129-04105,55
3126,129+05584,40
3127,129+04365,55
3128,129P04284,65
3129,129+04248,55
3130,129P04331,55
3131,129N04321,65
3132,129N04332,55
3133,129-05866,55
3134,129N04292,65
3135,129+04354,55
3136,129+04134,65
3137,129+04396,65
3138,129+04407,55
3139,129+04371,55
3140,129+04331,55
3141,129+04251,55
3142,129+04255,55
3143,129N04290,65
3144,129-04676,65
3145,129+04770,50
3146,129N04386,65
3147,129N04346,65
3148,129N04751,40
3149,129N04190,60
3150,129N04268,55
3151,129N04370,55
3152,129N04314,55
3153,129N04664,55
3154,129N04333,55
3155,129N04426,55
3156,129N04450,65
3157,129N04405,55
3158,129P04281,65
3159,129P04108,55
3160,129+04447,65
3161,129+04461,65
3162,129+04387,65
3163,129+04410,25
3164,129+04340,65
3165,129N04776,50
3166,129P13226,55
3167,129P04642,55
3168,129+04191,60
3169,129N04140,65
3170,129+04773,50
3171,129+04921,40
3172,129P04272,35
3173,129P04298,65
3174,129N04263,55
3175,129N04276,65
3176,129N04367,55
3177,129N04305,65
3178,129N04275,65
3179,129N04778,50
3180,129N04375,55
3181,129N04180,60
3182,129P04750,45
3183,129-04404,55
3184,129-04286,65
3185,129-04743,55
3186,129+04316,65
3187,129-04138,65
3188,129-04346,65
3189,129P04387,65
3190,129P04434,45
3191,129P04340,65
3192,129P04445,65
3193,129+04126,45
3194,129+04778,50
3195,129-04143,65
3196,129-04374,55
3197,129-04392,65
3198,129-04178,60
3199,129P04678,65
3200,129N16182,65
3201,129+04183,60
3202,129-04624,65
3203,129P04141,65
3204,129P04319,65
3205,129P04142,65
3206,129-04750,45
3207,129-04414,50
3208,129P16182,65
3209,129+04412,25
3210,129+04338,55
3211,129+04292,65
3212,129+04345,65
3213,129+04382,55
3214,129N04365,55
3215,129+04315,60
3216,129+04120,45
3217,129+04263,40
3218,129+04386,60
3219,129+04627,65
3220,129N04142,65
3221,129N04444,65
3222,129+04312,55
3223,129N04921,40
3224,129N04104,55
3225,129-04277,65
3226,129N04134,65
3227,129P04480,55
3228,129-04373,55
3229,129+04283,65
3230,129+04336,55
3231,129+04254,55
3232,129+04613,65
3233,129+04301,65
3234,129-04144,65
3235,129N04623,65
3236,129P04135,65
3237,129P04250,55
3238,129P04449,65
3239,129P04451,60
3240,129-04419,55
3241,129N04383,55
3242,129N04123,45
3243,129N04244,55
3244,129N04264,55
3245,129-04128,55
3246,129P04123,45
3247,129+04289,65
3248,129+04333,55
3249,129+04918,45
3250,129+04291,65
3251,129-04677,65
3252,129-04114,45
3253,129+04188,60
3254,129N04113,55
3255,129+04446,65
3256,129+04141,65
3257,129+04448,65
3258,129+04308,65
3259,129+04640,55
3260,129+04133,65
3261,129-04263,55
3262,129+04185,60
3263,129-04314,55
3264,129-04370,55
3265,129-04418,55
3266,129+04294,65
3267,129P04414,35
3268,129+04389,65
3269,129N04183,60
3270,129N04341,65
3271,129+04282,65
3272,129+04324,65
3273,129+04104,55
3274,129-04375,55
3275,129-04345,65
3276,129-04401,55
3277,129-04749,45
3278,129P04333,55
3279,129-04280,65
3280,129-04448,65
3281,129-04397,65
3282,129+04137,65
3283,129-04754,55
3284,129-04119,45
3285,129P04378,55
3286,129-04243,55
3287,129-04287,65
3288,129-04363,55
3289,129-04642,55
3290,129+04311,65
3291,129+04747,45
3292,129+04431,30
3293,129-04335,55
3294,129-04134,65
3295,129-04194,55
3296,129N04340,65
3297,129-04295,65
3298,129-04447,65
3299,129N04312,55
3300,129N04415,50
3301,129N04398,65
3302,129N04384,55
3303,129-04356,55
3304,129-04773,50
3305,129N04377,55
3306,129N04133,65
3307,129N04143,65
3308,129N04308,65
3309,129N04284,65
3310,129-04613,65
3311,129P04290,65
3312,129P04348,65
3313,129N04103,55
3314,129N04414,50
3315,129N04252,55
3316,129N04418,55
3317,129N04625,65
3318,129N04318,65
3319,129-04112,55
3320,129N04283,65
3321,129-13228,65
3322,129P04328,50
3323,129N04279,65
3324,129P04129,55
3325,129P04181,60
3326,129N04109,55
3327,129+04756,45
3328,129-04132,65
3329,129-04141,65
3330,129P04641,55
3331,129P04262,40
3332,129P04349,65
3333,129P04756,45
3334,129-04663,55
3335,129-04772,50
3336,129-04276,65
3337,129-04284,65
3338,129-04367,55
3339,129-04343,65
3340,129P04401,55
3341,129+04189,60
3342,129N04641,55
3343,129N04317,65
3344,129P04614,65
3345,129P04292,65
3346,129P04663,55
3347,129P04280,65
3348,129N04185,60
3349,129-04253,55
3350,129P04392,65
3351,129P04443,65
3352,129P04677,65
3353,129N04380,55
3354,129N04247,55
3355,129N04335,55
3356,129N04396,65
3357,129N04178,60
3358,129N04348,65
3359,129P04781,50
3360,129N04344,65
3361,129N04098,55
3362,129N04362,55
3363,129N04106,55
3364,129P04745,45
3365,129N04270,55
3366,129N04349,65
3367,129N04614,65
3368,129-13226,65
3369,129P04246,55
3370,129P04751,40
3371,129N04339,65
3372,129-04103,55
3373,129-04308,65
3374,129-04380,55
3375,129N04351,50
3376,129N04265,55
3377,129N04307,65
3378,129N04395,65
3379,129N04420,50
3380,129-04251,55
3381,129-04776,50
3382,129N04342,65
3383,129N04138,65
3384,129N04192,55
3385,129N04413,45
3386,129-04307,65
3387,129-04389,65
3388,129-04449,65
3389,129-04293,65
3390,129N04137,65
3391,129N04677,65
3392,129N04181,60
3393,129N04274,65
3394,129N04309,65
3395,129N04322,65
3396,129N04358,55
3397,129N04378,55
3398,129N04193,55
3399,129N04328,55
3400,129N04327,55
3401,129-04185,60
3402,129-04247,55
3403,129N04114,45
3404,129-04393,65
3405,129-04415,50
3406,129-04336,55
3407,129N04251,55
3408,129-04366,55
3409,129-04354,55
3410,129N04338,55
3411,129P04918,45
3412,129-04107,55
3413,129-04129,55
3414,129-04752,50
3415,129-04879,40
3416,129N04421,50
3417,129-04446,65
3418,129-04395,65
3419,129P04269,55
3420,129P04396,65
3421,129N04139,65
3422,129N04371,55
3423,129N04374,55
3424,129N04624,65
3425,129N04643,55
3426,129-04288,65
3427,129-04301,65
3428,129P04185,60
3429,129P04293,65
3430,129P04268,55
3431,129P04303,65
3432,129P04426,65
3433,129-04623,65
3434,129P04300,65
3435,129P04359,55
3436,129P04418,50
3437,129+04402,55
3438,129+04181,60
3439,129+04429,55
3440,129-04435,45
3441,129P04103,55
3442,129P04264,55
3443,129N04100,55
3444,129P04311,55
3445,129P14230,65
3446,129-04098,55
3447,129-04184,60
3448,129-04297,65
3449,129-04781,50
3450,129P04114,45
3451,129-04273,65
3452,129-04412,25
3453,129-04612,65
3454,129N04120,45
3455,129P04774,50
3456,129P04347,65
3457,129P04188,60
3458,129P04277,65
3459,129-04264,55
3460,129-04359,55
3461,129-04755,55
3462,129-04262,50
3463,129-04313,55
3464,129-04291,65
3465,129+04665,55
3466,129P04397,65
3467,129P04283,65
3468,129P04380,55
3469,129-04396,65
3470,129-04450,65
3471,129-04920,35
3472,129P04446,65
3473,129+14230,65
3474,129P04335,55
3475,129P04771,50
3476,129P04307,65
3477,129-04321,65
3478,129P04400,55
3479,129P04461,65
3480,129P04420,50
3481,129P04779,50
3482,129+04309,65
3483,129P04775,50
3484,129-04639,55
3485,129+04145,65
3486,129+04416,45
3487,129+04625,65
3488,129+04140,65
3489,129+04274,65
3490,129+04375,55
3491,129+04415,35
3492,129N13228,65
3493,129P04323,65
3494,129+04626,65
3495,129P04137,65
3496,129P04183,60
3497,129P04305,65
3498,129P04435,45
3499,129P04189,60
3500,129P04098,55
3501,129P04106,55
3502,129P04776,50
3503,129+04328,50
3504,129+04751,45
3505,129N04640,55
3506,129P04102,55
3507,129P04329,50
3508,129P04109,55
3509,129P04116,45
3510,129P04132,65
3511,129P04309,65
3512,129P04145,65
3513,129P04193,55
3514,129P04136,65
3515,129P04358,55
3516,129P04919,45
3517,129P04627,65
3518,129P04365,55
3519,129P04273,65
3520,129P04128,55
3521,129P04393,65
3522,129+04462,65
3523,129P04321,65
3524,129+09183,50
3525,129+04321,65
3526,129+04425,65
3527,129P04192,60
3528,129P04130,55
3529,129+04346,65
3530,129+04755,45
3531,129P04248,55
3532,129P04615,45
3533,129P04364,55
3534,129P04383,55
3535,129P04394,65
3536,129+04782,50
3537,129P04356,55
3538,129P04773,50
3539,129P04278,65
3540,129N04145,65
3541,129N04423,65
3542,129N04435,45
3543,129P04442,65
3544,129P04479,45
3545,129P04336,55
3546,129N04189,60
3547,129N04299,65
3548,129+04643,55
3549,129P04626,65
3550,129-04181,60
3551,129-04302,65
3552,129-04360,55
3553,129P04263,40
3554,129P04287,65
3555,129N04663,55
3556,129N04115,45
3557,129N04293,65
3558,129N04350,65
3559,129-04774,50
3560,129P04377,55
3561,129P04384,55
3562,129P04265,55
3563,129P04623,65
3564,129-04127,55
3565,129-04627,65
3566,129P04345,65
3567,129P04639,55
3568,129-04350,65
3569,129-04429,55
3570,129+04114,45
3571,129-04411,15
3572,129P04179,60
3573,129-04101,55
3574,129+04426,65
3575,129+04277,65
3576,129+04359,55
3577,129+04408,55
3578,129+04101,55
3579,129+04295,65
3580,129+04320,65
3581,129-04310,60
3582,129+04395,65
3583,129P04404,55
3584,129P04369,55
3585,129N04407,55
3586,129+04323,65
3587,129P04423,65
3588,129P04431,40
3589,129P04316,65
3590,129-04110,55
3591,129-04408,45
3592,129N04363,55
3593,129N04254,55
3594,129N13226,65
3595,129N04416,50
3596,129P04327,50
3597,129P04361,55
3598,129+04667,55
3599,129+04305,65
3600,129N04428,55
3601,129N04627,65
3602,129-04358,55
3603,129N04245,55
3604,129P04324,65
3605,129P04667,55
3606,129N14230,65
3607,129+04368,55
3608,129N04326,55
3609,129N04429,55
3610,129-04745,45
3611,129P04270,55
3612,129P04326,55
3613,129P04406,55
3614,129P04379,55
3615,129P04271,35
3616,129P04346,65
3617,129+04247,55
3618,129+04677,65
3619,129P04368,55
3620,129P04666,55
3621,129N04774,50
3622,129P04104,55
3623,129P04180,60
3624,129P04334,55
3625,129-04348,65
3626,129-04362,55
3627,129-04424,65
3628,129-04480,55
3629,129P04190,60
3630,129P04421,50
3631,129P04385,45
3632,129P04664,55
3633,129P04252,55
3634,129P04353,55
3635,129-04377,55
3636,129N04644,55
3637,129P04409,25
3638,129N04320,65
3639,129P04191,60
3640,129P04143,65
3641,129P04100,55
3642,129P04275,65
3643,129-04432,45
3644,129N04316,65
3645,129N04352,55
3646,129P04101,55
3647,129P04254,55
3648,129P04187,60
3649,129P04625,65
3650,129-04109,55
3651,129-04326,55
3652,129+04116,45
3653,129+04363,55
3654,129+04377,55
3655,129-04183,60
3656,129-04369,55
3657,129N04387,65
3658,129-04409,40
3659,129-04275,65
3660,129+04403,55
3661,129P04112,55
3662,129-04250,55
3663,129-04443,65
3664,129-04407,55
3665,129P04363,55
3666,129P04408,55
3667,129-04355,55
3668,129-04442,65
3669,129-04444,65
3670,129-04246,55
3671,129-04371,55
3672,129P04295,65
3673,129+04352,55
3674,129-04179,60
3675,129-04108,55
3676,129+04419,50
3677,129P04291,65
3678,129-04417,50
3679,129+04325,60
3680,129-04423,65
3681,129N04356,55
3682,129N04301,65
3683,129N04445,65
3684,129N04132,65
3685,129P04177,60
3686,129P04376,55
3687,129P04351,25
3688,129P04308,65
3689,129P04450,65
3690,129P04374,55
3691,129-04121,45
3692,129N04319,65
3693,129+04367,55
3694,129-04614,60
3695,129-04641,55
3696,129+04243,55
3697,129+04388,65
3698,129+04480,55
3699,129+04661,65
3700,129+04186,60
3701,129N04366,55
3702,129N04343,65
3703,129N04282,65
3704,129N04750,45
3705,129N04195,55
3706,129N04281,65
3707,129+04355,55
3708,129+04180,60
3709,129+04743,45
3710,129+04275,65
3711,129-13227,65
3712,129N04249,55
3713,129+04341,65
3714,129N04129,55
3715,129+04182,60
3716,129N04397,65
3717,129N04112,55
3718,129N04131,65
3719,129N04432,45
3720,129+04752,40
3721,129+04424,65
3722,129P04195,50
3723,129P04372,55
3724,129+04420,55
3725,129+04644,55
3726,129-04304,65
3727,129P04367,55
3728,129P04120,45
3729,129P04310,65
3730,129P04314,55
3731,129P04427,40
3732,129P04286,65
3733,129+04777,50
3734,129+04190,60
3735,129P04398,65
3736,129P04389,65
3737,129P04322,65
3738,129P04746,45
3739,129-04441,65
3740,129+04614,65
3741,129+04638,55
3742,129N04419,55
3743,129N04446,65
3744,129P05584,40
3745,129P04186,60
3746,129P04624,65
3747,129P04342,65
3748,129+04123,45
3749,129+04303,65
3750,129-04747,45
3751,129-04292,65
3752,129-04779,50
3753,129N04666,55
3754,129N04480,55
3755,129N04746,45
3756,129N04300,65
3757,129P04921,40
3758,129P04343,65
3759,129P04428,55
3760,129N04747,45
3761,129N04770,50
3762,129N04243,55
3763,129-04368,55
3764,129N04743,55
3765,129-04135,65
3766,129P04312,55
3767,129P04413,25
3768,129P04444,65
3769,129+04746,45
3770,129-04352,55
3771,129-04919,45
3772,129-04100,55
3773,129P04373,55
3774,129-04187,60
3775,129P04099,55
3776,129P04747,45
3777,129-04190,60
3778,129P04127,55
3779,129P04371,55
3780,129-04115,45
3781,129-04131,65
3782,129-04349,65
3783,129-04137,65
3784,129P04107,55
3785,129P04318,65
3786,129-04319,65
3787,129-04324,65
3788,129P04425,65
3789,129+04450,65
3790,129+04678,65
3791,129P13228,65
3792,129+04143,65
3793,129+04664,55
3794,129P13227,65
3795,129+04317,65
3796,129+04357,55
3797,129N13227,65
3798,129+04179,60
3799,129P04306,65
3800,129P04315,65
3801,129-04403,55
3802,129+04306,65
3803,129+04266,55
3804,129+04319,65
3805,129-04102,55
3806,129-04391,65
3807,129-04405,55
3808,129+04299,65
3809,129+04286,65
3810,129+04434,45
3811,129+04397,65
3812,129+04372,55
3813,129-04126,55
3814,129-04252,55
3815,129-04331,55
3816,129+04110,55
3817,129P04357,55
3818,129+04108,55
3819,129+04774,50
3820,129P04115,45
3821,129+04194,55
3822,129P04613,65
3823,129+04302,65
3824,129+04342,65
3825,129P04125,45
3826,129P04390,65
3827,129P04194,55
3828,129+04327,50
3829,129P04412,25
3830,129+04318,65
3831,129+04370,55
3832,129P04638,55
3833,129+04334,55
3834,129+04451,65
3835,129+04178,60
3836,129P04344,65
3837,129+04142,65
3838,129+04332,55
3839,129+04329,50
3840,129+04122,45
3841,129+04271,55
3842,129+14199,45
3843,129N04399,65
3844,129P04251,55
3845,129+04427,65
3846,129+04663,55
3847,129+04421,50
3848,129+04246,55
3849,129+04268,55
3850,129+04337,55
3851,129+04391,65
3852,129+04297,65
3853,129P04350,65
3854,129P04402,55
3855,129P04304,65
3856,129P04410,25
3857,129P04415,35
3858,129P04628,65
3859,129P04139,65
3860,129+04107,55
3861,129+04418,50
3862,129+04298,65
3863,129+04313,55
3864,129+04356,55
3865,129+04358,55
3866,129+04285,65
3867,129+04361,55
3868,129P04113,55
3869,129+04641,55
3870,129+04265,55
3871,129P04140,65
3872,129+04127,55
3873,129+04284,65
3874,129+04192,60
3875,129+04250,55
3876,129+04379,55
3877,129P04424,65
3878,129P04382,55
3879,129P04276,65
3880,129P04403,55
3881,129P04354,55
3882,129P04416,50
3883,129P04317,65
3884,129P04460,65
3885,129P04752,25
3886,129P04417,50
3887,129P04388,65
3888,129P04289,65
3889,129P04772,50
3890,129+04252,55
3891,129+04290,65
3892,129+04449,65
3893,129+04125,45
3894,129+04411,25
3895,129+04433,45
3896,129+04780,50
3897,129+04100,55
3898,129+04112,55
3899,129+04195,55
3900,129+04404,55
3901,129+04350,65
3902,129+04310,65
3903,129+04105,55
3904,129+04184,60
3905,129+04378,55
3906,129+04393,65
3907,129+04117,45
3908,129+04124,45
3909,129+04380,55
3910,129+04245,55
3911,129-04104,55
3912,129-04105,55
3913,129-04106,55
3914,129-04107,55
3915,129-04108,55
3916,129-04109,55
3917,129-04110,55
3918,129-04111,55
3919,129-04112,55
3920,129-04113,45
3921,129-04114,45
3922,129-04115,45
3923,129-04116,45
3924,129-04117,45
3925,129-04118,45
3926,129-04119,45
3927,129-04120,45
3928,129-04121,45
3929,129-04123,45
3930,129-04124,45
3931,129-04125,55
3932,129-04126,55
3933,129-04127,55
3934,129-04128,55
3935,129-04129,55
3936,129-04130,65
3937,129-04131,65
3938,129-04132,65
3939,129-04133,65
3940,129-04134,65
3941,129-04135,65
3942,129-04136,65
3943,129-04137,65
3944,129-04138,65
3945,129-04139,65
3946,129-04140,65
3947,129-04141,65
3948,129-04142,65
3949,129-04143,65
3950,129-04144,65
3951,129-04145,65
3952,129-04177,60
3953,129-04178,60
3954,129-04179,60
3955,129-04180,60
3956,129-04181,60
3957,129-04182,60
3958,129-04183,60
3959,129-04184,60
3960,129-04185,60
3961,129-04186,60
3962,129-04187,60
3963,129-04188,60
3964,129-04189,60
3965,129-04190,60
3966,129-04191,60
3967,129-04192,55
3968,129-04193,55
3969,129-04194,55
3970,129-04242,55
3971,129-04243,55
3972,129-04244,55
3973,129-04245,55
3974,129-04246,55
3975,129-04247,55
3976,129-04248,55
3977,129-04249,55
3978,129-04250,55
3979,129-04251,55
3980,129-04252,55
3981,129-04253,55
3982,129-04262,50
3983,129-04263,55
3984,129-04264,55
3985,129-04265,55
3986,129-04267,55
3987,129-04268,55
3988,129-04269,55
3989,129-04270,55
3990,129-04271,55
3991,129-04273,65
3992,129-04274,65
3993,129-04275,65
3994,129-04276,65
3995,129-04277,65
3996,129-04278,65
3997,129-04279,65
3998,129-04280,65
3999,129-04281,65
4000,129-04282,65
4001,129-04283,65
4002,129-04284,65
4003,129-04285,65
4004,129-04286,65
4005,129-04287,65
4006,129-04288,65
4007,129-04289,65
4008,129-04290,65
4009,129-04291,65
4010,129-04292,65
4011,129-04293,65
4012,129-04294,65
4013,129-04295,65
4014,129-04296,65
4015,129-04297,65
4016,129-04298,65
4017,129-04299,65
4018,129-04300,65
4019,129-04301,65
4020,129-04302,65
4021,129-04303,65
4022,129-04304,65
4023,129-04305,65
4024,129-04306,65
4025,129-04307,65
4026,129-04308,65
4027,129-04309,65
4028,129-04310,60
4029,129-04311,55
4030,129-04312,55
4031,129-04313,55
4032,129-04314,55
4033,129-04315,65
4034,129-04316,65
4035,129-04317,65
4036,129-04318,65
4037,129-04319,65
4038,129-04320,65
4039,129-04321,65
4040,129-04322,65
4041,129-04323,65
4042,129-04324,65
4043,129-04326,55
4044,129-04327,55
4045,129-04328,50
4046,129-04329,55
4047,129-04331,55
4048,129-04332,55
4049,129-04333,55
4050,129-04334,55
4051,129-04335,55
4052,129-04336,55
4053,129-04337,55
4054,129-04338,55
4055,129-04400,55
4056,129-04401,55
4057,129-04402,55
4058,129-04403,55
4059,129-04404,55
4060,129-04405,55
4061,129-04406,55
4062,129-04407,55
4063,129-04408,45
4064,129-04409,40
4065,129-04410,30
4066,129-04411,15
4067,129-04412,25
4068,129-04413,45
4069,129-04414,50
4070,129-04415,50
4071,129-04416,50
4072,129-04417,50
4073,129-04418,55
4074,129-04419,55
4075,129-04420,50
4076,129-04421,50
4077,129-04441,65
4078,129-04442,65
4079,129-04443,65
4080,129-04444,65
4081,129-04445,65
4082,129-04446,65
4083,129-04447,65
4084,129-04448,65
4085,129-04449,65
4086,129-04450,65
4087,129-04459,65
4088,129-04460,65
4089,129-04461,65
4090,129-04462,55
4091,129-04479,55
4092,129-04480,55
4093,129-04612,65
4094,129-04613,65
4095,129-04614,60
4096,129-04623,65
4097,129-04624,65
4098,129-04625,65
4099,129-04626,65
4100,129-04627,65
4101,129-04638,55
4102,129-04639,55
4103,129-04640,55
4104,129-04641,55
4105,129-04642,55
4106,129-04643,55
4107,129-04644,55
4108,129-04663,55
4109,129-04664,55
4110,129-04665,55
4111,129-04666,55
4112,129-04667,55
4113,129-04743,55
4114,129-04744,55
4115,129-04745,45
4116,129-04746,45
4117,129-04746,45
4118,129-04747,45
4119,129-04747,45
4120,129-04748,45
4121,129-04748,45
4122,129-04749,45
4123,129-04749,45
4124,129-04750,45
4125,129-04750,45
4126,129-04751,40
4127,129-04751,35
4128,129-04752,50
4129,129-04753,55
4130,129-04754,55
4131,129-04755,55
4132,129-04756,55
4133,129-04760,50
4134,129-04769,55
4135,129-04770,50
4136,129-04771,50
4137,129-04772,50
4138,129-04773,50
4139,129-04774,50
4140,129-04775,50
4141,129-04776,50
4142,129-04777,50
4143,129-04778,50
4144,129-04779,50
4145,129-04780,50
4146,129-04781,50
4147,129-04782,50
4148,129-04783,50
4149,129-04784,50
4150,129-04785,45
4151,129-04786,45
4152,129-04787,50
4153,129-04788,50
4154,129-04789,50
4155,129-04790,50
4156,129-04791,50
4157,129-04792,45
4158,129-04793,45
4159,129-04794,55
4160,129-04795,45
4161,129-04796,45
4162,129-04797,45
4163,129-04798,45
4164,129-04799,45
4165,129-04800,45
4166,129-04801,50
4167,129-04803,50
4168,129-04804,50
4169,129-04805,45
4170,129-04806,50
4171,129-04807,50
4172,129-04808,45
4173,129-04809,45
4174,129-04810,45
4175,129-04811,45
4176,129-04812,45
4177,129-04814,50
4178,129-04815,40
4179,129-04816,45
4180,129-04817,45
4181,129-04818,45
4182,129-04819,50
4183,129-04820,50
4184,129-04821,50
4185,129-04822,50
4186,129-04823,40
4187,129-04824,40
4188,129-04825,50
4189,129-04826,50
4190,129-04827,45
4191,129-04828,40
4192,129-04829,45
4193,129-04830,40
4194,129-04831,45
4195,129-04832,45
4196,129-04833,50
4197,129-04834,45
4198,129-04835,35
4199,129-04836,40
4200,129-04837,35
4201,129-04838,35
4202,129-04839,30
4203,129-04840,30
4204,129-04879,40
4205,129-05314,45
4206,129-05315,40
4207,129-05316,40
4208,129-05317,40
4209,129-05318,35
4210,129-05319,35
4211,129-05320,35
4212,129-05321,35
4213,129-05322,35
4214,129-05323,30
4215,129-05324,35
4216,129-05366,40
4217,129-05367,35
4218,129-05368,25
4219,129-05369,35
4220,129-05370,40
4221,129-05371,50
4222,129-05372,40
4223,129-05374,30
4224,129-05375,30
4225,129-05376,35
4226,129-05377,35
4227,129-05378,45
4228,129-05379,40
4229,129-05380,35
4230,129-05381,30
4231,129-05384,35
4232,129-05532,45
4233,129-05535,35
4234,129-05536,45
4235,129-05537,45
4236,129-05538,45
4237,129-05539,45
4238,129-05540,35
4239,129-05571,40
4240,129-05572,40
4241,129-05573,35
4242,129-05574,50
4243,129-05575,40
4244,129-05576,30
4245,129-05577,20
4246,129-05578,30
4247,129-05579,30
4248,129-05594,55
4249,129-05595,55
4250,129-05596,40
4251,129-05597,35
4252,129-05598,45
4253,129-05599,45
4254,129-05600,40
4255,129-05601,40
4256,129-05602,40
4257,129-05603,30
4258,129-05604,45
4259,129-05606,30
4260,129-05607,45
4261,129-05608,40
4262,129-05609,40
4263,129-05610,40
4264,129-05611,40
4265,129-05643,35
4266,129-05646,40
4267,129-05647,35
4268,129-05649,35
4269,129-05652,40
4270,129-05653,30
4271,129-05656,35
4272,129-05669,45
4273,129-05670,40
4274,129-05671,40
4275,129-05672,35
4276,129-05673,40
4277,129-05674,40
4278,129-05679,45
4279,129-05680,30
4280,129-05681,40
4281,129-05682,35
4282,129-05683,35
4283,129-05684,35
