tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,tmclinear,frc,border_set,f_system,urban_code,faciltype,structype,thrulanes,route_numb,route_sign,route_qual,altrtename,aadt,aadt_singl,aadt_combi,nhs,nhs_pct,strhnt_typ,strhnt_pct,truck,isprimary,active_start_date,active_end_date,thrulanes_unidir,aadt_unidir,aadt_singl_unidir,aadt_combi_unidir
129P10385,GALEN ST,NORTHBOUND,WILLIAMS ST,MA,MIDDLESEX,02472,42.35939,-71.18527,42.35956,-71.1853,0.011843,1.0,America/New_York,P1.11,USA,1014,3,N,3,9271,2,1,4,,1,1,,12948,426,104,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,6474,213,52
129-07618,MA-85,SOUTHBOUND,MA-16/E MAIN ST,MA,WORCESTER,01757,42.16471,-71.50863,42.14838,-71.5095,1.203308,17.0,America/New_York,P1.11,USA,532,3,N,3,9271,2,,2,85,4,1,85,9049,257,41,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,4525,129,21
129-08928,MA-62,WESTBOUND,MA-117/GREAT RD,MA,MIDDLESEX,01754,42.43294,-71.45003,42.42854,-71.46764,1.024591,46.0,America/New_York,P1.11,USA,749,4,N,3,9271,2,1,2,62,4,1,62,8237,369,87,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,4119,185,44
129-08929,MA-62,WESTBOUND,MA-27/ACTON ST,MA,MIDDLESEX,01754,42.43221,-71.44862,42.43272,-71.44958,0.060346,44.0,America/New_York,P1.11,USA,749,3,N,3,9271,2,1,2,27,4,1,27,7781,358,85,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,3891,179,43
129+10797,KNEELAND ST,WESTBOUND,WASHINGTON ST,MA,SUFFOLK,02111,42.34963,-71.05733,42.35089,-71.06282,0.294089,1.0,America/New_York,P1.11,USA,1156,4,N,3,9271,2,,4,,1,1,,35523,1634,391,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,17762,817,196
129N10709,DEAN ST,WESTBOUND,NEPONSET ST,MA,NORFOLK,02062,42.17857,-71.18013,42.17852,-71.18037,0.012762,1.0,America/New_York,P1.11,USA,1120,4,N,3,9271,2,,2,,1,1,,18985,674,141,1,57,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,9493,337,71
129N05367,US-20,WESTBOUND,I-495,MA,MIDDLESEX,01752,42.34115,-71.57244,42.34131,-71.57827,0.297914,40.0,America/New_York,P1.11,USA,404,3,N,3,9271,6,,4,20,3,1,20,10821,499,120,1,30,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,5411,250,60
129-08930,MA-62,WESTBOUND,MA-27/WALTHAM ST/PARKER ST,MA,MIDDLESEX,01754,42.44117,-71.42896,42.43221,-71.44862,1.227633,43.0,America/New_York,P1.11,USA,749,4,N,3,9271,2,1,2,62,4,1,62,9231,417,99,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,4616,209,50
129-08931,MA-62,WESTBOUND,HIGH ST,MA,MIDDLESEX,01742,42.45122,-71.41128,42.44117,-71.42896,1.170856,42.0,America/New_York,P1.11,USA,749,4,N,3,9271,2,1,2,62,4,1,62,9810,442,106,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,4905,221,53
129P10330,ENNEKING PKY,NORTHBOUND,WASHINGTON ST,MA,SUFFOLK,02132,42.2748,-71.14069,42.27524,-71.14066,0.030469,4.0,America/New_York,P1.11,USA,993,4,N,3,9271,2,,4,,1,1,,14717,677,162,1,65,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,7359,339,81
129-08932,MA-62,WESTBOUND,HARRINGTON AVE,MA,MIDDLESEX,01742,42.45649,-71.39237,42.45122,-71.41128,1.083439,41.0,America/New_York,P1.11,USA,749,4,N,3,9271,2,1,2,62,4,1,62,9786,428,101,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,4893,214,51
129-08933,MA-62,WESTBOUND,COMMONWEALTH AVE,MA,MIDDLESEX,01742,42.45605,-71.38028,42.45649,-71.39237,0.620598,40.0,America/New_York,P1.11,USA,749,4,N,3,9271,2,1,2,62,4,1,62,9765,419,99,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,4883,210,50
129N10704,D ST,SOUTHBOUND,NORTHERN AVE,MA,SUFFOLK,02210,42.34911,-71.03959,42.34898,-71.03967,0.009866,1.0,America/New_York,P1.11,USA,1118,4,N,3,9271,6,2,4,93,2,1,,20383,938,225,1,26,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,10192,469,113
129-08934,MA-62,WESTBOUND,MA-2/CONCORD TPKE,MA,MIDDLESEX,01742,42.45837,-71.36176,42.45581,-71.3783,0.898601,38.0,America/New_York,P1.11,USA,749,4,N,3,9271,2,1,2,62,4,1,62,9744,408,95,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,4872,204,48
129P11661,GRANITE ST,NORTHBOUND,RT-27/HIGH ST,MA,NORFOLK,02052,42.16801,-71.29511,42.1687,-71.2953,0.048648,1.5,America/New_York,P1.11,USA,1454,4,N,3,9271,2,,2,27,4,1,27,11360,522,124,1,85,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,5680,261,62
129-08935,MA-62,WESTBOUND,ELM ST,MA,MIDDLESEX,01742,42.46049,-71.34903,42.45837,-71.36176,0.675585,37.0,America/New_York,P1.11,USA,749,4,N,3,9271,2,,2,62,4,1,62,9728,399,95,1,89,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,4864,200,48
129N10703,D ST,SOUTHBOUND,DORCHESTER AVE,MA,SUFFOLK,02127,42.33378,-71.05684,42.33366,-71.05699,0.011287,1.0,America/New_York,P1.11,USA,1118,4,N,3,9271,2,,2,,1,1,,10265,472,113,1,60,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,5133,236,57
129-07605,MA-16,SOUTHBOUND,MA-140/PROSPECT ST,MA,WORCESTER,01757,42.14287,-71.5168,42.1321,-71.52812,0.960863,63.0,America/New_York,P1.11,USA,529,3,N,3,9271,2,,2,16,4,1,16,14442,477,143,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,7221,239,72
129-07604,MA-16,SOUTHBOUND,NORTH AVE/MAIN ST,MA,WORCESTER,01747,42.1321,-71.52812,42.10801,-71.55332,2.151592,64.0,America/New_York,P1.11,USA,529,3,N,3,9271,2,1,2,16,4,1,16,10483,593,110,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,5242,297,55
129-08923,MA-62,WESTBOUND,I-495,MA,MIDDLESEX,01749,42.39139,-71.5699,42.39603,-71.60443,1.873429,52.0,America/New_York,P1.11,USA,749,4,N,3,9271,6,,2,62,4,1,62,9760,449,129,1,2,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,4880,225,65
129-08924,MA-62,WESTBOUND,MA-85/WASHINGTON ST,MA,MIDDLESEX,01749,42.39389,-71.53917,42.39131,-71.5697,1.594928,50.0,America/New_York,P1.11,USA,749,3,N,3,9271,6,,2,62,4,1,62,9609,443,106,1,1,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,4805,222,53
129-08925,MA-62,WESTBOUND,MAIN ST/FOREST AVE,MA,MIDDLESEX,01775,42.43656,-71.50494,42.39389,-71.53917,3.735217,49.0,America/New_York,P1.11,USA,749,3,N,3,9271,2,1,2,62,4,1,62,4463,177,39,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,2232,89,20
129-08906,MA-85,SOUTHBOUND,US-20/GRANGER BLVD,MA,MIDDLESEX,01752,42.3762,-71.56469,42.34591,-71.54593,2.417155,7.0,America/New_York,P1.11,USA,532,4,N,3,9271,2,,2,85,4,1,85,8394,479,67,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,4197,240,34
129-08907,MA-85,SOUTHBOUND,MA-85/HUDSON ST,MA,MIDDLESEX,01749,42.39119,-71.57005,42.37679,-71.56477,1.119065,5.0,America/New_York,P1.11,USA,532,3,N,3,9271,6,,2,85,4,1,,8394,479,69,1,15,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,4197,240,35
129-08908,MA-85,SOUTHBOUND,MA-62/MAIN ST,MA,MIDDLESEX,01749,42.39926,-71.57132,42.39127,-71.57007,0.575463,3.0,America/New_York,P1.11,USA,532,4,N,3,9271,6,,2,62,4,1,62,9760,449,129,1,9,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,4880,225,65
129N08419,W ROXBURY PKY,SOUTHBOUND,GROVE ST,MA,NORFOLK,02467,42.30347,-71.15172,42.303,-71.1513,0.048503,3.0,America/New_York,P1.11,USA,652,3,N,3,9271,2,,2,,1,1,,22278,853,237,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,11139,427,119
129N08418,W ROXBURY PKY,SOUTHBOUND,VFW PKWY,MA,SUFFOLK,02132,42.2968,-71.14577,42.29617,-71.14566,0.055083,5.0,America/New_York,P1.11,USA,652,3,N,3,9271,2,,2,,1,1,,16783,365,103,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,8392,183,52
129N10728,ENDICOTT ST,SOUTHBOUND,MA-114/ANDOVER ST,MA,ESSEX,01960,42.53461,-70.92876,42.53452,-70.92888,0.008716,1.0,America/New_York,P1.11,USA,1129,4,N,3,9271,2,,4,114,4,1,114,36307,1670,398,1,65,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,18154,835,199
129N08417,W ROXBURY PKY,SOUTHBOUND,CENTRE ST,MA,SUFFOLK,02132,42.28764,-71.14783,42.28697,-71.14771,0.066377,7.0,America/New_York,P1.11,USA,652,4,N,3,9271,2,,2,,1,1,,14266,196,54,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,7133,98,27
129+04920,I-90,EASTBOUND,TED WILLIAMS TUNNEL TOLL,MA,SUFFOLK,02128,42.36518,-71.02467,42.36541,-71.02471,0.016019,260.0,America/New_York,P3.16,USA,84,2,N,1,9271,2,2,4,90,2,1,90,49495,810,1080,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,24748,405,540
129N08416,W ROXBURY PKY,SOUTHBOUND,WASHINGTON ST,MA,SUFFOLK,02132,42.27568,-71.14065,42.27524,-71.14066,0.030399,9.0,America/New_York,P1.11,USA,652,4,N,3,9271,2,,2,,1,1,,23256,937,264,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,11628,469,132
129+04921,I-90,EASTBOUND,WILLIAM F MCCLELLAN HWY,MA,SUFFOLK,02128,42.36541,-71.02471,42.37785,-71.02673,0.965735,261.0,America/New_York,P1.3,USA,84,2,N,1,9271,2,1,4,90,1,1,90,26587,743,243,1,84,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,13294,372,122
129N08415,MA-135,EASTBOUND,MA-135/WELLESLEY AVE/SEAVER ST,MA,NORFOLK,02482,42.2985,-71.27942,42.2984,-71.27901,0.022749,2.5,America/New_York,P1.11,USA,651,4,N,3,9271,2,,2,135,4,1,135,9758,448,106,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,4879,224,53
129N05389,US-20,WESTBOUND,FENWAY/BEACON ST/BOYLSTON ST,MA,SUFFOLK,02215,42.34919,-71.09158,42.34917,-71.09284,0.064358,1.0,America/New_York,P1.11,USA,404,4,N,3,9271,6,1,5,2,4,1,2,71831,2009,657,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2.5,35916,1005,329
129N05386,US-20,WESTBOUND,MA-16/GALEN ST,MA,MIDDLESEX,02472,42.36524,-71.1843,42.36551,-71.1848,0.031636,13.0,America/New_York,P1.11,USA,404,3,N,3,9271,2,,2,20,3,1,20,19468,893,212,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,9734,447,106
129N05387,US-20,WESTBOUND,I-90/MASSACHUSETTS TPKE/LEO M BIRMINGHAM PKWY,MA,SUFFOLK,02135,42.35744,-71.15371,42.35813,-71.15468,0.071063,9.0,America/New_York,P1.11,USA,404,3,N,3,9271,6,,2,20,3,1,20,16549,761,181,1,97,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,8275,381,91
129N05384,US-20,WESTBOUND,MA-60/LINDEN ST/ELLISON PARK,MA,MIDDLESEX,02452,42.37782,-71.22493,42.37774,-71.22531,0.020468,16.0,America/New_York,P1.11,USA,404,3,N,3,9271,6,1,4,20,3,1,20,20019,919,220,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,10010,460,110
129P14714,,I-95/RT-128 SB,,MA,ESSEX,01960,42.5186,-70.99533,42.51737,-70.99722,0.129643,1.0,America/New_York,P4.0,USA,14713,2,N,1,9271,6,1,6,95,2,1,95,118969,2797,3753,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,59485,1399,1877
129N05382,US-20,WESTBOUND,SOUTH ST (WALTHAM),MA,MIDDLESEX,02453,42.3763,-71.24879,42.37584,-71.25035,0.089078,19.0,America/New_York,P1.11,USA,404,3,N,3,9271,2,,2,20,3,1,20,21226,975,233,1,98,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,10613,488,117
129P11683,WINTHROP ST,NORTHBOUND,RT-109/MAIN ST,MA,NORFOLK,02053,42.1479,-71.42503,42.14828,-71.42511,0.026568,1.5,America/New_York,P1.11,USA,1465,4,N,3,9271,2,,2,109,4,1,109,12827,591,142,1,4,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,6414,296,71
129P10356,HAMILTON ST,WESTBOUND,CENTRAL ST/MAIN ST,MA,ESSEX,01906,42.46486,-71.00976,42.46469,-71.01023,0.03375,1.0,America/New_York,P1.11,USA,1003,4,N,3,9271,6,,2,,1,1,,4402,392,110,1,78,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,2201,196,55
129N05381,US-20,WESTBOUND,I-95/MA-128,MA,MIDDLESEX,02453,42.37224,-71.26707,42.3707,-71.27112,0.283369,21.0,America/New_York,P1.11,USA,404,3,N,3,9271,6,,2,20,3,1,20,27171,985,774,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,13586,493,387
129P10339,FENWAY,EASTBOUND,LOUIS PRANG ST/EVANS WAY,MA,SUFFOLK,02115,42.33866,-71.09776,42.33892,-71.09698,0.044261,2.5,America/New_York,P1.11,USA,996,4,N,3,9271,1,,2,,1,1,,11457,427,87,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,11457,427,87
129P10338,FENWAY,EASTBOUND,RIVERWAY/BROOKLINE AVE,MA,SUFFOLK,02115,42.34274,-71.10319,42.34243,-71.1029,0.026036,1.0,America/New_York,P1.11,USA,996,4,N,3,9271,1,,4,,1,1,,14701,412,133,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,14701,412,133
129P52191,,I-90/MASS PIKE WESTBOUND,,MA,SUFFOLK,02116,42.34914,-71.07725,42.34782,-71.08013,0.182667,1.0,America/New_York,P4.0,USA,52190,3,N,3,9271,1,,2,,1,1,,7416,241,58,1,59,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,7416,241,58
129P52194,HUNTINGTON AVE (OUTER LANE),SOUTHBOUND,RT-9/STUART ST,MA,SUFFOLK,02116,42.34822,-71.0784,42.34784,-71.07869,0.030361,1.0,America/New_York,P1.11,USA,52192,3,N,3,9271,6,2,6,90,4,1,9,24834,2951,3204,1,97,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,12417,1476,1602
129P52193,HUNTINGTON AVE (OUTER LANE),SOUTHBOUND,RT-9/AVENUE OF THE ARTS/BLAGDEN ST,MA,SUFFOLK,02116,42.34914,-71.07725,42.34905,-71.07746,0.012394,1.0,America/New_York,P1.11,USA,52192,3,N,3,9271,6,2,6,90,4,1,,24492,2982,3276,1,98,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,12246,1491,1638
129+04914,MA-1A,NORTHBOUND,CALLAHAN TUNNEL/SUMNER TUNNEL,MA,SUFFOLK,02109,42.36222,-71.05452,42.3628,-71.05371,0.057616,25.0,America/New_York,P3.1,USA,147,3,N,2,9271,1,2,1,,1,1,,5018,139,49,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,5018,139,49
129+04915,MA-1A,NORTHBOUND,PORTER ST/HAVRE ST,MA,SUFFOLK,02128,42.37259,-71.03904,42.3732,-71.03827,0.057644,27.0,America/New_York,P1.11,USA,147,3,N,2,9271,1,,2,,1,1,,38847,1088,349,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,38847,1088,349
129+04916,MA-1A,NORTHBOUND,LONG WHARF-LOGAN AIRPORT,MA,SUFFOLK,02128,42.37356,-71.0364,42.37246,-71.03362,0.164271,29.0,America/New_York,P1.11,USA,147,3,N,2,9271,2,1,6,,1,1,,35889,1045,316,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,17945,523,158
129N08406,MA-109,SOUTHBOUND,BOSTON PROVIDENCE TPKE/VFW PKWY,MA,SUFFOLK,02132,42.27183,-71.1723,42.27113,-71.17303,0.06111,1.0,America/New_York,P1.11,USA,401,3,N,3,9271,2,,3,109,4,1,109,14488,666,159,1,61,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1.5,7244,333,80
129N05379,US-20,WESTBOUND,WELLESLEY ST/BOSTON POST RD,MA,MIDDLESEX,02493,42.36736,-71.29043,42.36736,-71.29088,0.022968,23.5,America/New_York,P1.11,USA,404,3,N,3,9271,2,,2,20,3,1,20,20379,938,225,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,10190,469,113
129N08405,MA-109,SOUTHBOUND,NEEDHAM ST,MA,NORFOLK,02026,42.27038,-71.17379,42.2701,-71.17407,0.024079,3.0,America/New_York,P1.11,USA,401,3,N,3,9271,2,,3,109,4,1,109,14273,639,151,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1.5,7137,320,76
129N08404,COLUMBIA RD,SOUTHBOUND,WILLIAM J DAY BLVD/G ST,MA,SUFFOLK,02127,42.33021,-71.04407,42.3302,-71.04479,0.036776,1.0,America/New_York,P1.11,USA,649,4,N,3,9271,2,,4,,1,1,,12314,566,135,1,97,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,6157,283,68
129N08403,COLUMBIA RD,SOUTHBOUND,OLD COLONY AVE/PREBLE ST,MA,SUFFOLK,02127,42.3296,-71.05199,42.32912,-71.05259,0.061485,3.0,America/New_York,P1.11,USA,649,4,N,3,9271,2,,2,,1,1,,8194,268,64,1,62,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,4097,134,32
129N05378,US-20,WESTBOUND,HIGHLAND ST/BOSTON POST RD,MA,MIDDLESEX,02493,42.36443,-71.31366,42.36472,-71.31488,0.065518,25.0,America/New_York,P1.11,USA,404,3,N,3,9271,2,,2,20,3,1,20,19449,893,214,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,9725,447,107
129N08402,COLUMBIA RD,SOUTHBOUND,WILLIAM T MORRISSEY BLVD/WILLIAM J DAY BLVD,MA,SUFFOLK,02125,42.32188,-71.05159,42.32178,-71.05167,0.008057,5.0,America/New_York,P1.11,USA,649,4,N,3,9271,1,,2,,1,1,,22920,895,252,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,22920,895,252
129N05375,US-20,WESTBOUND,LANDHAM RD,MA,MIDDLESEX,01776,42.36125,-71.4013,42.3612,-71.40226,0.049468,30.0,America/New_York,P1.11,USA,404,3,N,3,9271,2,,2,20,3,1,20,15877,729,174,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,7939,365,87
129N08401,COLUMBIA RD,SOUTHBOUND,I-93/US-1/MA-3A/SOUTHEAST EXPY,MA,SUFFOLK,02125,42.32151,-71.05314,42.3215,-71.05455,0.072181,7.0,America/New_York,P1.11,USA,649,4,N,3,9271,6,,4,,1,1,,38160,1489,419,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,19080,745,210
129P14700,,US-1/NEWBURY ST NB AND I-95 NB,,MA,ESSEX,01923,42.59091,-70.96565,42.59073,-70.96369,0.128975,1.0,America/New_York,P4.0,USA,14699,3,N,3,9271,6,1,4,1,3,1,,35384,1628,389,1,99,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,17692,814,195
129P10340,FENWAY,EASTBOUND,BOYLSTON ST/STORROW DR,MA,SUFFOLK,02215,42.3458,-71.09065,42.34644,-71.09078,0.044748,4.0,America/New_York,P1.11,USA,996,4,N,3,9271,6,1,4,,1,1,,15411,430,139,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,7706,215,70
129N05371,US-20,WESTBOUND,WAYSIDE INN RD/HAGER ST,MA,MIDDLESEX,01752,42.35197,-71.48638,42.3517,-71.48729,0.050061,34.0,America/New_York,P1.11,USA,404,3,N,3,9271,2,,2,20,3,1,20,11940,548,130,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,5970,274,65
129+04918,I-90,EASTBOUND,BOSTON BYPASS RD/EXIT 24/EXIT 25,MA,SUFFOLK,02210,42.34629,-71.05766,42.34786,-71.0508,0.367051,256.0,America/New_York,P1.3,USA,84,2,N,1,9271,2,2,4,90,2,1,90,90907,2980,3346,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,45454,1490,1673
129-08901,MA-85,SOUTHBOUND,SOUTHVILLE RD,MA,WORCESTER,01772,42.29058,-71.52652,42.26782,-71.52262,1.59816,13.0,America/New_York,P1.11,USA,532,4,N,1,9271,2,1,6,90,2,1,90,74420,3129,6843,1,2,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,37210,1565,3422
129+04919,I-90,EASTBOUND,TED WILLIAMS TUNNEL,MA,SUFFOLK,02210,42.34671,-71.0398,42.34667,-71.03958,0.011567,258.0,America/New_York,P3.1,USA,84,2,N,1,9271,2,1,4,90,2,1,90,55513,2229,1429,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,27757,1115,715
129P52162,W WATER ST,EASTBOUND,RT-129/MAIN ST,MA,MIDDLESEX,01880,42.5022,-71.07021,42.50235,-71.06965,0.030344,1.0,America/New_York,P1.11,USA,52160,4,N,3,9271,2,,2,,1,1,,10345,213,28,1,99,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,5173,107,14
129P52161,W WATER ST,EASTBOUND,NORTH AVE,MA,MIDDLESEX,01880,42.50109,-71.07438,42.5018,-71.07173,0.143603,1.0,America/New_York,P1.11,USA,52160,4,N,3,9271,2,,2,,1,1,,10345,213,28,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,5173,107,14
129N08437,BROOKLINE ST,SOUTHBOUND,RT-2/RT-3/MEMORIAL DR,MA,MIDDLESEX,02139,42.3546,-71.11081,42.35388,-71.11089,0.070515,1.0,America/New_York,P1.11,USA,658,3,N,3,9271,1,,4,3,4,1,2,24789,920,249,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,24789,920,249
129N08436,BROOKLINE AVE,SOUTHBOUND,US-20/MA-30/MA-2/BEACON ST,MA,SUFFOLK,02215,42.34878,-71.09745,42.34825,-71.09742,0.044762,1.0,America/New_York,P1.11,USA,657,4,N,3,9271,2,,2,,1,1,,21220,830,234,1,80,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,10610,415,117
129N08435,BROOKLINE AVE,SOUTHBOUND,RIVERWAY/PARK DR,MA,SUFFOLK,02215,42.34359,-71.1023,42.34274,-71.10319,0.074347,4.001,America/New_York,P1.11,USA,657,4,N,3,9271,2,1,4,,1,1,,16079,653,156,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,8040,327,78
129N08432,BROOKLINE AVE,SOUTHBOUND,MA-9/WASHINGTON ST,MA,NORFOLK,02445,42.33235,-71.11425,42.3319,-71.1147,0.038658,6.0,America/New_York,P1.11,USA,657,4,N,3,9271,6,1,4,9,1,1,,21543,785,187,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,10772,393,94
129N08431,JAMAICAWAY,SOUTHBOUND,MA-9/HUNTINGTON AVE/WASHINGTON ST,MA,SUFFOLK,02130,42.33186,-71.11304,42.33049,-71.11281,0.098692,1.0,America/New_York,P1.11,USA,656,3,N,3,9271,6,1,4,,1,1,,32566,1496,355,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,16283,748,178
129P52159,ALBION ST,EASTBOUND,NORTH AVE,MA,MIDDLESEX,01880,42.50157,-71.07537,42.50181,-71.07503,0.023981,1.0,America/New_York,P1.11,USA,52157,4,N,3,9271,2,,2,,1,1,,10345,213,28,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,5173,107,14
129P11602,CRESCENT ST,SOUTHBOUND,MA-117/GREAT RD,MA,MIDDLESEX,01775,42.43682,-71.50673,42.43671,-71.50686,0.010235,3.0,America/New_York,P1.11,USA,1428,4,N,3,9271,2,,2,117,4,1,117,10896,512,116,1,70,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,5448,256,58
129N08429,JAMAICAWAY,SOUTHBOUND,RT-203/ARBORWAY/POND ST/PRINCE ST,MA,SUFFOLK,02130,42.31383,-71.11964,42.31334,-71.12218,0.153585,2.5,America/New_York,P1.11,USA,656,3,N,3,9271,2,,4,,1,1,,28959,1130,317,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,14480,565,159
129N08423,HAMMOND POND PKY,SOUTHBOUND,BEACON ST,MA,MIDDLESEX,02467,42.33214,-71.18124,42.33185,-71.18098,0.024034,1.0,America/New_York,P1.11,USA,653,4,N,3,9271,2,,4,,1,1,,14933,581,163,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,7467,291,82
129+14331,MA-203,WESTBOUND,SOUTH ST,MA,SUFFOLK,02130,42.30086,-71.10706,42.30188,-71.11446,0.395256,15.001,America/New_York,P1.11,USA,643,3,N,3,9271,6,,4,203,4,1,203,19577,66,18,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,9789,33,9
