tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,tmclinear,frc,border_set,f_system,urban_code,faciltype,structype,thrulanes,route_numb,route_sign,route_qual,altrtename,aadt,aadt_singl,aadt_combi,nhs,nhs_pct,strhnt_typ,strhnt_pct,truck,isprimary,active_start_date,active_end_date,thrulanes_unidir,aadt_unidir,aadt_singl_unidir,aadt_combi_unidir
129N04129,I-93,SOUTHBOUND,MA-60/EXIT 32,MA,MIDDLESEX,02155,42.42243,-71.10373,42.41655,-71.10411,0.407309,136.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,1,8,93,2,1,93,160049,4777,6376,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,80025,2389,3188
129P09281,MA-3A,NORTHBOUND,I-95/MA-3A/MA-128,MA,MIDDLESEX,01803,42.48666,-71.19061,42.49177,-71.19321,0.378121,60.0,America/New_York,P1.11,USA,790,3,N,3,9271,1,1,2,3,3,1,3,38931,1251,342,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,38931,1251,342
129N04124,I-93,SOUTHBOUND,US-1/EXIT 27,MA,SUFFOLK,02129,42.37229,-71.06803,42.37158,-71.06699,0.072268,147.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,1,7,93,2,1,93,119659,3345,4491,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,59830,1673,2246
129N04126,I-93,SOUTHBOUND,MA-28 (SOMERVILLE) (NORTH),MA,MIDDLESEX,02145,42.39342,-71.08563,42.38801,-71.07959,0.486022,143.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,1,7,93,2,1,93,158435,4749,6364,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,79218,2375,3182
129N04125,I-93,SOUTHBOUND,MA-28 (SOMERVILLE) (SOUTH),MA,SUFFOLK,02129,42.38314,-71.07675,42.37846,-71.07584,0.331347,145.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,1,7,93,2,1,93,153333,4593,6237,1,55,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,76667,2297,3119
129N04120,I-93,SOUTHBOUND,HIGH ST/CONGRESS ST/EXIT 23,MA,SUFFOLK,02109,42.35942,-71.0523,42.35825,-71.05188,0.083902,155.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,2,8,93,2,1,93,99237,2974,3968,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,49619,1487,1984
129N04122,I-93,SOUTHBOUND,CAUSEWAY ST/EXIT 25,MA,SUFFOLK,02114,42.36481,-71.05909,42.36444,-71.05876,0.030614,151.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,2,8,93,2,1,93,105232,3155,4209,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,52616,1578,2105
129N04121,I-93,SOUTHBOUND,US-1/EXIT 24,MA,SUFFOLK,02109,42.36124,-71.05437,42.36098,-71.05389,0.030393,153.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,2,8,93,2,1,93,103303,3098,4133,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,51652,1549,2067
129P10263,BELMONT ST,WESTBOUND,RT-16/MT AUBURN ST/HOLWORTHY ST,MA,MIDDLESEX,02138,42.37469,-71.14969,42.37473,-71.15024,0.028211,1.5,America/New_York,P1.11,USA,967,4,N,3,9271,6,,2,,1,1,,3884,128,31,1,99,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,1942,64,16
129+04830,MA-9,EASTBOUND,WOODWARD ST/ELLIOT ST,MA,MIDDLESEX,02464,42.31738,-71.22332,42.31879,-71.21256,0.558256,104.0,America/New_York,P1.11,USA,136,3,N,3,9271,2,,4,9,4,1,9,41908,1925,473,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,20954,963,237
129+04831,MA-9,EASTBOUND,CENTRE ST/WINCHESTER ST,MA,MIDDLESEX,02461,42.3189,-71.2119,42.31935,-71.20699,0.253531,105.0,America/New_York,P1.11,USA,136,3,N,3,9271,2,1,4,9,4,1,9,41688,1918,459,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,20844,959,230
129P09214,MA-97,NORTHBOUND,MA-1A/COUNTY WAY/DODGE ST,MA,ESSEX,01915,42.57194,-70.89318,42.57219,-70.8934,0.020579,1.0,America/New_York,P1.11,USA,784,4,N,3,9271,2,,2,1,4,1,1A,14220,654,157,1,67,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,7110,327,79
129+04825,MA-9,EASTBOUND,OAKLAND ST,MA,NORFOLK,02481,42.31443,-71.26946,42.31465,-71.26723,0.115317,95.0,America/New_York,P1.11,USA,136,3,N,3,9271,2,,4,9,4,1,9,43161,1986,475,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,21581,993,238
129N08519,UNIVERSITY RD,SOUTHBOUND,US-20/RT-2/RT-30/COMMONWEALTH AVE,MA,SUFFOLK,02215,42.35066,-71.10963,42.3505,-71.10966,0.011158,1.0,America/New_York,P1.11,USA,678,3,N,3,9271,2,,2,,1,1,,11246,439,124,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,5623,220,62
129N10829,MT AUBURN ST,EASTBOUND,US-3/MA-2/GERRYS LANDING RD,MA,MIDDLESEX,02138,42.37481,-71.13843,42.37501,-71.13719,0.065106,3.0,America/New_York,P1.11,USA,1170,4,N,3,9271,2,,2,3,1,1,,22285,903,243,1,55,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,11143,452,122
129+04826,MA-9,EASTBOUND,CEDAR ST,MA,NORFOLK,02481,42.31465,-71.26723,42.315269997577,-71.249840014279,0.903256,96.0,America/New_York,P1.11,USA,136,3,N,3,9271,2,1,4,9,4,1,9,42948,1971,503,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,21474,986,252
129+04827,MA-9,EASTBOUND,MA-9/WORCESTER ST,MA,NORFOLK,02481,42.31568,-71.24455,42.31637,-71.23652,0.413281,98.0,America/New_York,P1.11,USA,136,3,N,3,9271,2,,4,9,4,1,9,42447,1952,467,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,21224,976,234
129+04828,MA-9,EASTBOUND,ELLIS ST,MA,NORFOLK,02481,42.31679,-71.23012,42.3168,-71.22945,0.034234,100.0,America/New_York,P1.11,USA,136,3,N,3,9271,2,,4,9,4,1,9,42168,1942,465,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,21084,971,233
129N10828,MT AUBURN ST,EASTBOUND,BRATTLE SQ/ELIOT ST,MA,MIDDLESEX,02138,42.37294,-71.12176,42.37287,-71.1214,0.018998,5.0,America/New_York,P1.11,USA,1170,4,N,3,9271,2,,2,,1,1,,11186,437,124,1,92,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,5593,219,62
129+04821,MA-9,EASTBOUND,KINGSBURY ST,MA,NORFOLK,02482,42.30531,-71.31317,42.30698,-71.29175,1.105894,89.0,America/New_York,P1.11,USA,136,3,N,3,9271,2,1,4,9,4,1,9,44062,2024,482,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,22031,1012,241
129N08515,MA-2,WESTBOUND,US-20/MA-30/BROOKLINE AVE,MA,SUFFOLK,02215,42.34897,-71.09686,42.34862,-71.09804,0.06516,5.0,America/New_York,P1.11,USA,677,4,N,3,9271,6,1,4,2,4,1,2,67613,1914,622,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,33807,957,311
129+04822,MA-9,EASTBOUND,ROCKLAND ST,MA,NORFOLK,02481,42.30698,-71.29175,42.31089,-71.27957,0.682832,90.0,America/New_York,P1.11,USA,136,3,N,3,9271,2,,4,9,4,1,9,43641,2006,479,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,21821,1003,240
129+04823,MA-9,EASTBOUND,CLIFF RD,MA,NORFOLK,02481,42.31089,-71.27957,42.31188,-71.27701,0.147598,91.0,America/New_York,P1.11,USA,136,3,N,3,9271,2,,4,9,4,1,9,43412,1997,477,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,21706,999,239
129N08513,MA-2,WESTBOUND,US-20/MA-30/UNIVERSITY RD,MA,NORFOLK,02446,42.34887,-71.10885,42.3506,-71.11092,0.188397,8.0,America/New_York,P1.11,USA,677,3,N,3,9271,6,,4,20,3,1,20,15263,663,158,1,41,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,7632,332,79
129+04824,MA-9,EASTBOUND,MA-16/WASHINGTON ST,MA,NORFOLK,02481,42.31206,-71.27658,42.31292,-71.27494,0.103798,93.0,America/New_York,P1.11,USA,136,3,N,3,9271,2,1,4,9,4,1,9,43390,1996,477,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,21695,998,239
129N08512,MA-2,WESTBOUND,MA-3/BOSTON UNIVERSITY BRIDGE,MA,MIDDLESEX,02139,42.35137,-71.11077,42.3546,-71.11081,0.236067,10.0,America/New_York,P1.11,USA,677,3,N,3,9271,1,,2,,1,1,,18537,672,199,1,19,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,18537,672,199
129N08511,PARK DR,EASTBOUND,MA-2/BEACON ST,MA,SUFFOLK,02215,42.34664,-71.10509,42.34649,-71.10501,0.011138,1.0,America/New_York,P1.11,USA,676,3,N,3,9271,2,,4,,1,1,,18719,861,206,1,99,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,9360,431,103
129+04829,MA-9,EASTBOUND,CHESTNUT ST,MA,MIDDLESEX,02464,42.3168,-71.22945,42.31738,-71.22332,0.316157,102.0,America/New_York,P1.11,USA,136,3,N,3,9271,2,1,4,9,4,1,9,42168,1942,465,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,21084,971,233
129+10682,RT-53,WESTBOUND,MA-53/QUINCY AVE,MA,NORFOLK,02188,42.21966,-70.96817,42.22033,-70.96897,0.061783,7.0,America/New_York,P1.11,USA,1109,3,N,3,9271,2,1,4,53,4,1,53,18763,881,193,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,9382,441,97
129-51041,LOGAN INT'L AIRPORT,WESTBOUND,I-90,MA,SUFFOLK,02128,42.36674,-71.01769,42.36909,-71.02582,0.462225,1.0,America/New_York,P1.11,USA,51040,4,N,1,9271,1,1,2,90,1,1,90,11517,324,402,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,11517,324,402
129-51025,WASHINGTON ST,SOUTHBOUND,MIDDLE ST,MA,ESSEX,01930,42.62159,-70.6759,42.6123,-70.66709,0.815065,2.5,America/New_York,P1.11,USA,51023,4,N,3,9271,2,,2,,1,1,,15967,526,126,1,28,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,7984,263,63
129P52097,MAIN ST,NORTHBOUND,MA-38/SKILLINGS RD/LAKE ST,MA,MIDDLESEX,01890,42.45663,-71.13831,42.45698,-71.13839,0.024519,5.5,America/New_York,P1.11,USA,52094,4,N,3,9271,2,,2,38,4,1,38,15634,864,134,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,7817,432,67
129+04820,MA-9,EASTBOUND,WESTON RD,MA,NORFOLK,02482,42.3036,-71.33167,42.30524,-71.31403,0.91023,87.0,America/New_York,P1.11,USA,136,3,N,3,9271,2,1,4,9,4,1,9,44600,2049,489,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,22300,1025,245
129+04814,MA-9,EASTBOUND,MA-30/COCHITUATE RD,MA,MIDDLESEX,01702,42.29927,-71.42944,42.29776,-71.41681,0.656996,77.0,America/New_York,P1.11,USA,136,3,N,3,9271,2,1,4,9,4,1,9,45178,2076,497,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,22589,1038,249
129+04815,MA-9,EASTBOUND,MA-126,MA,MIDDLESEX,01702,42.29776,-71.41681,42.29808,-71.41053,0.321752,78.0,America/New_York,P1.11,USA,136,3,N,3,9271,2,,4,9,4,1,9,45428,2090,499,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,22714,1045,250
129N08507,RIVERWAY,SOUTHBOUND,PARK DR/FENWAY/BROOKLINE AVE,MA,SUFFOLK,02215,42.3452,-71.10437,42.3432,-71.10558,0.171478,1.0,America/New_York,P1.11,USA,675,3,N,3,9271,6,1,2,,1,1,,20472,792,189,1,74,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,10236,396,95
129+04816,MA-9,EASTBOUND,SPEEN ST,MA,MIDDLESEX,01702,42.2982,-71.40834,42.29905,-71.38562,1.162642,80.0,America/New_York,P1.11,USA,136,3,N,3,9271,2,,4,9,4,1,9,45454,2087,503,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,22727,1044,252
129+04817,MA-9,EASTBOUND,MA-27/MAIN ST,MA,MIDDLESEX,01760,42.29906,-71.37439,42.29973,-71.36167,0.663063,82.0,America/New_York,P1.11,USA,136,3,N,3,9271,2,1,4,9,4,1,9,45630,2098,502,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,22815,1049,251
129N08505,RIVERWAY,SOUTHBOUND,MA-9/HUNTINGTON AVE/RIVER RD,MA,SUFFOLK,02115,42.33343,-71.11207,42.33186,-71.11304,0.121179,4.0,America/New_York,P1.11,USA,675,3,N,3,9271,6,1,4,,1,1,,46543,2140,511,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,23272,1070,256
129+04810,MA-9,EASTBOUND,I-90,MA,MIDDLESEX,01702,42.29699,-71.48531,42.29678,-71.47819,0.364387,72.0,America/New_York,P1.11,USA,136,3,N,3,9271,2,1,6,9,4,1,9,45141,2071,584,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,22571,1036,292
129+04811,MA-9,EASTBOUND,COUNTRY CLUB LN,MA,MIDDLESEX,01702,42.29676,-71.473,42.29395,-71.46727,0.363849,74.0,America/New_York,P1.11,USA,136,3,N,3,9271,2,,4,9,4,1,9,45170,2076,498,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,22585,1038,249
129+04812,MA-9,EASTBOUND,TEMPLE ST,MA,MIDDLESEX,01702,42.29395,-71.46727,42.29795,-71.4496,1.005278,75.0,America/New_York,P1.11,USA,136,3,N,3,9271,2,1,4,9,4,1,9,45235,2078,522,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,22618,1039,261
129N08502,ELIOT ST,SOUTHBOUND,MOUNT AUBURN ST/WINTHROP ST,MA,MIDDLESEX,02138,42.37287,-71.1214,42.37265,-71.1216,0.018309,1.0,America/New_York,P1.11,USA,674,3,N,3,9271,1,,2,,1,1,,11186,437,124,1,88,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,11186,437,124
129+04813,MA-9,EASTBOUND,MA-30/EDGELL RD,MA,MIDDLESEX,01702,42.29795,-71.4496,42.29991,-71.43934,0.542278,76.0,America/New_York,P1.11,USA,136,3,N,3,9271,2,1,4,9,4,1,9,45293,2082,497,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,22647,1041,249
129N08501,ELIOT ST,SOUTHBOUND,JF KENNEDY ST,MA,MIDDLESEX,02138,42.37164,-71.12135,42.37142,-71.12111,0.019519,1.0,America/New_York,P1.11,USA,674,3,N,3,9271,2,,2,,1,1,,11186,437,124,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,5593,219,62
129N08500,RT-2A,SOUTHBOUND,RT-2A/MASSACHUSETTS AVE,MA,MIDDLESEX,02138,42.37403,-71.11889,42.37392,-71.11896,0.008397,1.0,America/New_York,P1.11,USA,673,3,N,3,9271,2,,2,2,4,1,2A,12171,560,134,1,99,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,6086,280,67
129+04818,MA-9,EASTBOUND,WALNUT ST,MA,MIDDLESEX,01760,42.3001,-71.35851,42.30145,-71.34592,0.650069,84.0,America/New_York,P1.11,USA,136,3,N,3,9271,2,,4,9,4,1,9,45344,2083,498,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,22672,1042,249
129+04819,MA-9,EASTBOUND,OAK ST,MA,MIDDLESEX,01760,42.30145,-71.34592,42.30326,-71.33299,0.67426,85.0,America/New_York,P1.11,USA,136,3,N,3,9271,2,1,4,9,4,1,9,45118,2075,496,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,22559,1038,248
129N10815,MARGINAL ST,WESTBOUND,PEARL ST,MA,SUFFOLK,02150,42.38789,-71.03851,42.38791,-71.0387,0.009792,1.0,America/New_York,P1.11,USA,1165,4,N,3,9271,2,,2,,1,1,,18524,720,202,1,49,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,9262,360,101
129-04667,MA-128,SOUTHBOUND,MA-1A/DODGE ST/EXIT 20,MA,ESSEX,01915,42.57543,-70.88333,42.57506,-70.89006,0.343724,22.0,America/New_York,P1.11,USA,114,3,N,2,9271,6,1,4,128,4,1,128,72560,2006,645,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,36280,1003,323
129P10229,WASHINGTON ST,NORTHBOUND,MELNEA CASS BLVD,MA,SUFFOLK,02119,42.33285,-71.08106,42.33295,-71.08099,0.007778,11.0,America/New_York,P1.11,USA,955,5,N,3,9271,2,,2,,1,1,,12595,489,137,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,6298,245,69
129-04665,MA-128,SOUTHBOUND,MA-62/EXIT 22,MA,ESSEX,01923,42.57049,-70.91132,42.56687,-70.92137,0.57419,26.0,America/New_York,P1.11,USA,114,3,N,2,9271,6,1,4,128,4,1,128,80895,2248,721,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,40448,1124,361
129-04666,MA-128,SOUTHBOUND,TRASK LN/EXIT 21,MA,ESSEX,01915,42.57434,-70.89494,42.57073,-70.91044,0.836357,24.0,America/New_York,P1.11,USA,114,3,N,2,9271,6,1,4,128,4,1,128,73066,2027,651,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,36533,1014,326
129P10227,WASHINGTON ST,NORTHBOUND,MARTIN LUTHER KING BLVD/VALENTINE ST,MA,SUFFOLK,02119,42.32158,-71.09208,42.32168,-71.09193,0.010316,7.0,America/New_York,P1.11,USA,955,4,N,3,9271,2,,2,,1,1,,11864,462,130,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,5932,231,65
129-04663,MA-128,SOUTHBOUND,ENDICOTT ST/EXIT 24,MA,ESSEX,01923,42.55684,-70.93051,42.55126,-70.93625,0.486889,30.0,America/New_York,P1.11,USA,114,3,N,2,9271,6,1,4,128,4,1,128,81097,2269,750,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,40549,1135,375
129N10850,OLD COLONY AVE,SOUTHBOUND,PREBLE ST/COLUMBIA RD,MA,SUFFOLK,02127,42.32943,-71.05263,42.32912,-71.05259,0.021709,3.0,America/New_York,P1.11,USA,1177,4,N,3,9271,6,,4,,1,1,,32705,1504,359,1,99,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,16353,752,180
129-04664,MA-128,SOUTHBOUND,MA-35/EXIT 23,MA,ESSEX,01923,42.56629,-70.92208,42.55923,-70.92767,0.566618,28.0,America/New_York,P1.11,USA,114,3,N,2,9271,6,1,4,128,4,1,128,77896,2160,694,1,97,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,38948,1080,347
129N10851,OLD COLONY AVE,SOUTHBOUND,DORCHESTER AVE,MA,SUFFOLK,02127,42.33779,-71.05693,42.33727,-71.05659,0.039897,1.0,America/New_York,P1.11,USA,1177,4,N,3,9271,6,,4,,1,1,,31052,1428,342,1,99,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,15526,714,171
129N16151,ALBANY ST,SOUTHBOUND,KNEELAND ST,MA,SUFFOLK,02111,42.35012,-71.05976,42.34891,-71.06029,0.087863,1.25,America/New_York,P1.11,USA,1074,4,N,3,9271,1,,6,,1,1,,18212,838,200,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,6,18212,838,200
129+04804,MA-9,EASTBOUND,MA-85/CORDAVILLE RD,MA,WORCESTER,01772,42.2887,-71.56192,42.29141,-71.52783,1.761827,63.0,America/New_York,P1.11,USA,136,3,N,3,9271,2,,4,9,4,1,9,44555,2046,489,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,22278,1023,245
129+04805,MA-9,EASTBOUND,WOODLAND RD,MA,WORCESTER,01772,42.29177,-71.52519,42.29406,-71.50818,0.885089,65.0,America/New_York,P1.11,USA,136,3,N,3,9271,2,,4,9,4,1,9,44979,2065,560,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,22490,1033,280
129N10849,OLD COLONY AVE,SOUTHBOUND,COLUMBIA RD,MA,SUFFOLK,02127,42.32416,-71.0524,42.32118,-71.05176,0.219318,5.0,America/New_York,P1.11,USA,1177,5,N,3,9271,6,,4,,1,1,,27237,1229,300,1,88,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,13619,615,150
129+04806,MA-9,EASTBOUND,OAK HILL RD/CENTRAL ST,MA,WORCESTER,01772,42.29406,-71.50818,42.2946,-71.5054,0.146919,66.0,America/New_York,P1.11,USA,136,3,N,3,9271,2,,4,9,4,1,9,45013,2071,496,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,22507,1036,248
129+04800,US-1,NORTHBOUND,PLEASANT ST,MA,NORFOLK,02062,42.19355,-71.18357,42.19793,-71.18615,0.333289,1549.0,America/New_York,P1.11,USA,135,3,N,2,9271,2,,4,1,3,1,1,41004,1884,480,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,20502,942,240
129N08536,CAUSEWAY ST,WESTBOUND,MA-99/N WASHINGTON ST,MA,SUFFOLK,02114,42.36711,-71.05827,42.36695,-71.05854,0.017665,1.0,America/New_York,P1.11,USA,683,4,N,3,9271,2,,4,,1,1,,35523,1634,391,1,22,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,17762,817,196
129+04801,US-1,NORTHBOUND,EVERETT ST/UNIVERSITY AVE,MA,NORFOLK,02062,42.19793,-71.18615,42.21031,-71.18388,0.890053,1550.0,America/New_York,P1.11,USA,135,3,N,3,9271,2,1,4,1,3,1,1,41025,1887,455,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,20513,944,228
129+04802,US-1,NORTHBOUND,I-95/MA-128,MA,NORFOLK,02090,42.21075,-71.18366,42.22472,-71.1823,0.999843,1552.0,America/New_York,P1.11,USA,135,3,N,3,9271,2,1,4,1,3,1,1,41324,1484,356,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,20662,742,178
129N08534,LOMASNEY WAY,SOUTHBOUND,MARTHA RD,MA,SUFFOLK,02114,42.36554,-71.06467,42.36522,-71.0643,0.029102,1.5,America/New_York,P1.11,USA,682,4,N,3,9271,6,,4,,1,1,,259,9,2,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,130,5,1
129P11565,BROOK RD,EASTBOUND,RT-28/REEDSDALE RD/CENTRAL AVE,MA,NORFOLK,02186,42.25826,-71.08117,42.25822,-71.08087,0.015952,1.5,America/New_York,P1.11,USA,1415,4,N,3,9271,1,,2,,1,1,,15399,128,47,1,99,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,15399,128,47
129N08532,LOMASNEY WAY,SOUTHBOUND,STANIFORD ST/CAUSEWAY ST,MA,SUFFOLK,02114,42.36437,-71.06351,42.36378,-71.0635,0.041639,2.0,America/New_York,P1.11,USA,682,4,N,3,9271,6,,4,,1,1,,6290,244,68,1,56,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,3145,122,34
129N08531,I-93 FRONTAGE,SOUTHBOUND,I-90/MASS PIKE,MA,SUFFOLK,02111,42.34878,-71.06036,42.34588,-71.06127,0.205906,1.5,America/New_York,P1.11,USA,681,4,N,3,9271,1,1,5,,1,1,,18212,838,200,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,5,18212,838,200
129P10230,WASHINGTON ST,NORTHBOUND,MASSACHUSETTS AVE,MA,SUFFOLK,02118,42.33649,-71.07705,42.33656,-71.07697,0.00633,13.0,America/New_York,P1.11,USA,955,5,N,3,9271,2,,4,,1,1,,11941,464,130,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,5971,232,65
129P11568,BROOK RD,EASTBOUND,ADAMS ST,MA,NORFOLK,02186,42.25927,-71.04485,42.25936,-71.04452,0.017981,2.5,America/New_York,P1.11,USA,1415,4,N,3,9271,2,,2,,1,1,,15399,128,47,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,7700,64,24
129+04807,MA-9,EASTBOUND,WILLOW ST/BROOK LN,MA,WORCESTER,01772,42.2946,-71.5054,42.29581,-71.49901,0.337055,67.0,America/New_York,P1.11,USA,136,3,N,3,9271,2,,5,9,4,1,9,45031,2068,515,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2.5,22516,1034,258
129P10237,MA-135,WESTBOUND,I-95/MA-128/LYONS ST,MA,NORFOLK,02026,42.2635,-71.20408,42.26372,-71.20459,0.03018,4.0,America/New_York,P1.3,USA,957,4,N,3,9271,2,,2,135,4,1,135,15345,705,168,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,7673,353,84
129+04808,MA-9,EASTBOUND,CROSSING BLVD (FRAMINGHAM) (WEST),MA,WORCESTER,01772,42.29581,-71.49901,42.29664,-71.49466,0.22956,68.0,America/New_York,P1.11,USA,136,3,N,3,9271,2,,5,9,4,1,9,45056,2070,509,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2.5,22528,1035,255
129N10848,NORTHERN AVE,EASTBOUND,D ST,MA,SUFFOLK,02210,42.34911,-71.03959,42.34889,-71.03901,0.033284,1.0,America/New_York,P1.11,USA,1176,4,N,3,9271,6,2,4,93,2,1,,20383,938,225,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,10192,469,113
